Using config local-gluetools-config.xml
sequenceID	gb_isolate	gb_host	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_pubmed_id	gb_country_short	gb_place_sampled	gb_lab_construct	gb_isolation_source
AB741167	rbIM111	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741168	rbIM112	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741169	rbIM113-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741170	rbIM113-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741171	rbIM114	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741172	rbIM116	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741173	rbIM117	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741174	rbIM119	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741175	rbIM120	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741176	rbIM121	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741177	rbIM122	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741178	rbIM123	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741179	rbIM124-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741180	rbIM124-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741181	rbIM126	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741182	rbIM127	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741183	rbIM128-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741184	rbIM128-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741185	rbIM130	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741186	rbIM131	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741187	rbIM132	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741188	rbIM133-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741189	rbIM133-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741190	rbIM134	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741191	rbIM135-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741192	rbIM135-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741193	rbIM136	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741194	rbIM137-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741195	rbIM137-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741196	rbIM138	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741197	rbIM139	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741198	rbIM141-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741199	rbIM141-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741200	rbIM142	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741201	rbIM144	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741202	rbIM147	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741203	rbIM148	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741204	rbIM149	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741205	rbIM150	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741206	rbIM151	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741207	rbIM152	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741208	rbIM154	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741209	rbIM156-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741210	rbIM156-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741211	rbIM159	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741212	rbIM160	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741213	rbIM161	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741214	rbIM162	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741215	rbIM163-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741216	rbIM163-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741217	rbIM164	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741218	rbIM165-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741219	rbIM165-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741220	rbIM166	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741221	rbIM167	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741222	rbIM168	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741223	rbIM169	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741224	rbIM170	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741225	rbIM171	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741226	rbIM172-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741227	rbIM172-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741228	rbIM178	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741229	rbIM180-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741230	rbIM180-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741231	rbIM181	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741232	rbIM183	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741233	rbIM185	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741234	rbIM186	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741235	rbIM188	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741236	rbIM189	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741237	rbIM190-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741238	rbIM190-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741239	rbIM191	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741240	rbIM192	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741241	rbIM193	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741242	rbIM194-c1	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741243	rbIM194-c2	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741244	rbIM196	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741245	rbIM198	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741246	rbIM201	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741247	rbIM203	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741248	rbIM204	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741249	rbIM205	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741250	rbIM206	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741251	rbIM208	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741252	rbIM210	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741253	rbIM211	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741254	rbIM213S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741255	rbIM214S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741256	rbIM223S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741257	rbIM225S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741258	rbIM226S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741259	rbIM227S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741260	rbIM230S	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	serum
AB741261	rbIM213L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741262	rbIM214L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741263	rbIM217L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741264	rbIM223L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741265	rbIM225L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741266	rbIM226L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741267	rbIM227L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741268	rbIM228L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741269	rbIM229L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB741270	rbIM230L	Oryctolagus cuniculus	-	-	-	23041252	China	Inner Mongolia	false	liver
AB746334	Shimonoseki WB52	Sus scrofa	2010	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746335	Shimonoseki WB72	Sus scrofa	2010	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746336	Shimonoseki WB74	Sus scrofa	2010	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746337	Shimonoseki WB97	Sus scrofa	2011	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746338	Shimonoseki WB99	Sus scrofa	2011	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746339	Shimonoseki WB72	Sus scrofa	2010	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746340	Shimonoseki WB97	Sus scrofa	2011	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB746341	Shimonoseki WB99	Sus scrofa	2011	-	-	-	Japan	Yamaguchi, Shimonoseki	false	-
AB780450	JBOAR100-Mie10	Sus scrofa	2010	DEC	8	23770142	Japan	Mie	false	-
AB780451	JBOAR107-Mie11	Sus scrofa	2011	JAN	4	23770142	Japan	Mie	false	-
AB780452	JBOAR111-Mie11	Sus scrofa	2011	JAN	18	23770142	Japan	Mie	false	-
AB780453	JBOAR124-Mie11	Sus scrofa	2011	FEB	12	23770142	Japan	Mie	false	-
AB780454	JBOAR050-Mie09-ORF1	Sus scrofa	2009	NOV	22	23770142	Japan	Mie	false	-
AB780455	JBOAR012-Mie08	Sus scrofa	2008	DEC	16	23770142	Japan	Mie	false	-
AB780456	JBOAR050-Mie09-ORF2	Sus scrofa	2009	NOV	22	23770142	Japan	Mie	false	-
AB780457	JBOAR120-Mie11	Sus scrofa	2011	FEB	1	23770142	Japan	Mie	false	-
AB781079	JTK-Fukuo12	Homo sapiens	2012	AUG	13	-	Japan	Fukuoka	false	-
AB781080	JMM-Fukuo12	Homo sapiens	2012	SEP	7	-	Japan	Fukuoka	false	-
AB795981	HE-JA11-1701	Homo sapiens	2010	-	-	23639180	Japan	Mie	false	human serum
AB807397	HRC-HE235	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Hakodate	false	serum from a blood donor
AB807398	HRC-HE236	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Hakodate	false	serum from a blood donor
AB807399	HRC-HE237	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Date	false	serum from a blood donor
AB807400	HRC-HE238	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Ishikari	false	serum from a blood donor
AB807401	HRC-HE239	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807402	HRC-HE240	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807403	HRC-HE241	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Asahikawa	false	serum from a blood donor
AB807404	HRC-HE242	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807405	HRC-HE243	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807406	HRC-HE244	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Otaru	false	serum from a blood donor
AB807407	HRC-HE245	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807408	HRC-HE246	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807409	HRC-HE247	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807410	HRC-HE248	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807411	HRC-HE249	Homo sapiens	2011	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807412	HRC-HE250	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Asahikawa	false	serum from a blood donor
AB807413	HRC-HE251	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807414	HRC-HE252	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Iwanai	false	serum from a blood donor
AB807415	HRC-HE253	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807416	HRC-HE254	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Tomakomai	false	serum from a blood donor
AB807417	HRC-HE255	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807418	HRC-HE256	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807419	HRC-HE257	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Tomakomai	false	serum from a blood donor
AB807420	HRC-HE258	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Shari	false	serum from a blood donor
AB807421	HRC-HE259	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807422	HRC-HE260	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807423	HRC-HE261	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807424	HRC-HE262	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Ishikari	false	serum from a blood donor
AB807425	HRC-HE263	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807426	HRC-HE264	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Abuta	false	serum from a blood donor
AB807427	HRC-HE265	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807428	HRC-HE266	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Kushiro	false	serum from a blood donor
AB807429	HRC-HE267	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807430	HRC-HE268	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Nemuro	false	serum from a blood donor
AB807431	HRC-HE269	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Yoichi	false	serum from a blood donor with elevated ALT level
AB807432	HRC-HE270	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Kitami	false	serum from a blood donor
AB807433	HRC-HE271	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Sapporo	false	serum from a blood donor
AB807434	HRC-HE272	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Higashikawa	false	serum from a blood donor
AB807435	HRC-HE273	Homo sapiens	2012	-	-	-	Japan	Hokkaido, Tomakomai	false	serum from a blood donor
AB824672	HE-JA11-0975_ORF1	Homo sapiens	2011	-	-	23927634	Japan	Mie	false	human serum
AB824673	HE-JA11-1701_ORF1	Homo sapiens	2010	-	-	23927634	Japan	Mie	false	human serum
AB824674	HE-JA12-0202_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824675	HE-JA12-0394_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824676	HE-JA12-0483_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824677	HE-JA12-0546_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824678	HE-JA12-0647_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824679	HE-JA12-0752_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824680	HE-JA12-0940_ORF1	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824681	swJLMie012_ORF1	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824682	swJLMie021_ORF1	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824683	swJLMie029_ORF1	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824684	swJLMie047_ORF1	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824685	swJLMie069_ORF1	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824686	swJLMie152_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824687	swJLMie162_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824688	swJLMie193_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824689	swJLMie204_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824690	swJLMie205_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824691	swJLMie220_ORF1	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824692	swJLMie228_ORF1	Sus scrofa	2013	-	-	23927634	Japan	Mie	false	swine liver
AB824693	HE-JA11-0975_ORF2	Homo sapiens	2011	-	-	23927634	Japan	Mie	false	human serum
AB824694	HE-JA12-0202_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824695	HE-JA12-0394_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824696	HE-JA12-0483_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824697	HE-JA12-0546_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824698	HE-JA12-0647_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824699	HE-JA12-0752_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824700	HE-JA12-0940_ORF2	Homo sapiens	2012	-	-	23927634	Japan	Mie	false	human serum
AB824701	swJLMie012_ORF2	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824702	swJLMie021_ORF2	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824703	swJLMie029_ORF2	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824704	swJLMie047_ORF2	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824705	swJLMie069_ORF2	Sus scrofa	2011	-	-	23927634	Japan	Mie	false	swine liver
AB824706	swJLMie152_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824707	swJLMie162_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824708	swJLMie193_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824709	swJLMie204_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824710	swJLMie205_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824711	swJLMie220_ORF2	Sus scrofa	2012	-	-	23927634	Japan	Mie	false	swine liver
AB824712	swJLMie228_ORF2	Sus scrofa	2013	-	-	23927634	Japan	Mie	false	swine liver
AB847305	ratIDE079F	Rattus norvegicus	2011	-	-	24231359	Indonesia	Lombok, Mataram	false	rat serum
AB847306	ratESOLO-014SF	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847307	ratELOMB-187SF	Rattus norvegicus	2012	-	-	24231359	Indonesia	Lombok, Mataram	false	rat serum
AB847308	ratESOLO-006SF	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847309	ratIDE113F	Rattus norvegicus	2012	-	-	24231359	Indonesia	Lombok, West Lombok	false	rat serum
AB847310	ratESOLO-006S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847311	ratESOLO-008S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847312	ratESOLO-010S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847313	ratESOLO-011S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847314	ratESOLO-014S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847315	ratESOLO-015S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847316	ratESOLO-020S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847317	ratESOLO-029S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847318	ratESOLO-031S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847319	ratESOLO-032S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847320	ratESOLO-033S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847321	ratESOLO-039S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847322	ratESOLO-044S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847323	ratESOLO-045S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847324	ratESOLO-054S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847325	ratESOLO-055S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847326	ratESOLO-059S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847327	ratESOLO-061S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847328	ratESOLO-062S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847329	ratESOLO-063S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847330	ratESOLO-067S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847331	ratESOLO-071S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847332	ratESOLO-072S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847333	ratESOLO-074S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847334	ratESOLO-075S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847335	ratESOLO-077S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847336	ratESOLO-079S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847337	ratESOLO-080S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847338	ratESOLO-082S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847339	ratESOLO-083S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
AB847340	ratESOLO-085S	Rattus norvegicus	2012	-	-	24231359	Indonesia	Central Java, Solo	false	rat serum
